username,followers,reels,avg_views,max_views,avg_comments,max_comments,avg_likes,last_upload_days,posts_per_week,verdict,error
pickzip,,,,,,,,,,unknown,
pipi._.tem,0,12,3581,15850,51.5,238,22.8,1.0,7.0,ok,
pirpir_officiai,0,12,21138,159300,255.4,2562,125.4,26.2,0.4,ok,
pkhh_luv2,0,12,22885,35749,10.3,25,427.6,0.8,14.0,ok,
planthome.1t,0,12,27329,320396,538.6,6416,170.8,0.1,0.5,ok,
pinkgom101,,,,,,,,,,unknown,
playit_kids,0,12,58582,404395,589.4,4124,281.9,11.5,6.5,ok,
pocketpick_official,0,12,122044,1405145,354.8,3890,584.1,1.0,1.0,ok,
pogeunhaus,0,12,2273,3080,29.0,70,23.0,191.5,5.6,ok,
pokotto_home,0,12,437315,3108138,7233.2,32753,3734.2,0.0,12.0,ok,
pong_housee,0,12,11357,76769,42.2,222,22.2,1.4,28.0,ok,
pongle.zip,0,12,8781,48841,218.8,1646,79.2,0.1,0.8,ok,
poohsallim,0,12,5766,37238,71.6,499,82.1,40.5,0.9,ok,
ppobi_tem,0,12,2233,3951,35.0,81,20.2,15.5,5.6,ok,
protem.note,0,12,114374,642273,1935.4,13099,332.1,116.3,0.5,ok,
pudding_pick,0,12,61277,298724,32.8,105,287.4,0.5,1.3,ok,
purebeef8,0,12,9617,39347,0.3,3,22.2,0.5,7.0,ok,
pumjeolgak,0,12,56665,615953,93.5,856,142.0,147.2,3.7,ok,
pyeonhaejib,0,12,19759,193572,18.2,45,26.6,11.1,2.7,ok,
q_house_y,0,12,1048,2225,1.1,5,4.1,1.2,4.9,ok,
pypy12_11,0,12,941891,6787200,71.7,281,24249.5,0.4,0.1,ok,
queens.tem,0,12,6975,14009,106.0,486,35.2,7.5,0.7,ok,
quickfixdiy,0,12,5795,33635,0.0,0,4.7,1101.1,0.4,ok,
radung2_mom,0,12,6179,62415,6.3,23,30.8,3.1,3.8,ok,
queenz_hom2,0,12,1501,4287,5.2,18,2.3,0.8,5.6,ok,
ramensanenggak70,0,12,29374,211239,399.8,4062,178.8,0.0,5.2,ok,
ramisalrim,0,12,37381,221471,866.8,5585,234.3,0.0,6.5,ok,
ranzoooo,0,12,270547,1214130,848.1,6874,1587.4,2.0,0.1,ok,
ramy__home,0,12,121154,646026,647.9,3707,3.0,2.3,3.2,ok,
raon.box,0,12,1004644,6934434,3022.5,28295,4233.2,2.6,0.2,ok,
real_item1004,0,12,114391,919344,1174.6,8873,398.6,1.5,0.4,ok,
real_mompick,0,12,33852,245794,451.2,2650,169.1,135.3,2.7,ok,
realife.housewife,0,12,3483,16029,41.1,80,26.7,30.5,7.6,ok,
redplanet_hanam,0,12,941497,7827543,1171.2,5342,4070.1,2.1,0.1,ok,
remignon_salrim,0,12,318899,1367032,539.6,2155,2506.4,0.5,0.2,ok,
rapirapi001,,,,,,,,,,unknown,
remio.pick,0,12,442769,3641829,11892.0,94053,2160.3,5.0,0.3,ok,
renno.lab,0,12,16917,52018,99.2,611,161.1,0.0,16.8,ok,
rescue.salim,0,12,82475,167715,71.7,434,388.3,0.9,6.5,ok,
reureu_rumi,0,12,102666,612865,2413.2,16677,816.8,0.0,6.0,ok,
return_assi,0,12,240277,1364973,907.5,8958,1402.2,1.0,0.2,ok,
review._.kong,0,12,101640,1141393,99.3,737,1317.7,181.1,1.3,ok,
review_item1,0,12,523,1229,25.7,38,16.0,17.4,3.0,ok,
review_manim1,0,12,142912,915752,345.3,2753,512.5,17.4,0.4,ok,
review_mann,0,12,3492,10267,13.8,83,11.7,2.3,1.3,ok,
reureu_living,,,,,,,,,,unknown,
review_tang2,0,12,1129,1600,8.9,42,5.2,2.1,5.6,ok,
review_yeosin,0,12,2138,4753,51.2,162,21.9,0.9,0.6,ok,
review_tip,0,12,704864,4244652,63.2,347,5404.9,3.0,0.1,ok,
reviewunnie,0,12,5803,18890,158.1,639,46.7,0.5,16.8,ok,
reviewoffice,0,12,715863,3826157,32.0,262,4482.1,0.2,0.3,ok,
reviewyanolza,0,12,2498151,18915400,987.8,4451,13477.0,3.1,0.1,ok,
rina_homed,0,12,383984,1834773,2930.6,16570,2611.2,0.0,0.2,ok,
riola.log,0,12,8416,30314,33.2,214,56.9,2.1,2.9,ok,
reviewnam_official,,,,,,,,,,unknown,
rity_home,0,12,16921,133251,23.8,130,80.3,28.8,0.8,ok,
river___mom,0,12,23339,132733,58.2,132,122.8,2.0,0.8,ok,
richliving,,,,,,,,,,unknown,
ro_ni_home,0,12,3377,7371,41.4,127,13.3,10.4,4.9,ok,
roco_house_,0,12,11578,31468,4.7,25,24.5,0.0,42.0,ok,
rita_mom_kr,,,,,,,,,,unknown,
rodyhome_,0,12,123086,822889,1118.9,9666,530.9,0.9,0.4,ok,
romine_couple,0,12,6760,18449,122.3,360,28.6,37.2,0.5,ok,
ronie__home,0,12,26590,259433,8.7,26,133.3,40.5,0.6,ok,
roomandtail_official,0,12,277041,1693486,1339.0,12861,1321.5,0.1,0.4,ok,
roombly.home,0,11,1774,9891,41.1,111,16.2,21.1,1.5,ok,
roomcorner.salim,0,12,424138,2111783,2513.8,18443,2232.8,11.9,0.2,ok,
roomit.zip,0,12,343533,1929678,1810.0,13547,4886.1,19.1,3.1,ok,
rooming_home,0,12,470,763,2.2,6,1.5,130.5,8.4,ok,
roomoftem.kr,0,12,23156,53714,1486.3,4237,334.8,0.3,10.5,ok,
rorotalk,0,12,2086,4256,19.9,38,9.8,35.4,2.5,ok,
rosa_sallim,0,12,71496,437254,126.4,418,216.5,1.4,2.3,ok,
roommake47,,,,,,,,,,unknown,
rou_nmom,0,12,6055,65276,46.1,505,18.7,1.0,4.0,ok,
roun_salim,0,12,23541,245892,56.4,137,74.9,0.5,1.2,ok,
roy.mom_,0,12,10770,36479,545.0,2009,91.2,0.0,16.8,ok,
rua.home__,0,12,296665,1302708,1821.5,5211,2523.2,1.0,1.4,ok,
roomplay,,,,,,,,,,unknown,
ruheroom,0,12,189110,1316479,2106.4,18957,3.0,122.1,0.8,ok,
rulu_ming,0,12,2867,6462,70.0,269,28.6,0.4,7.0,ok,
rulucasa,0,12,6685,55522,45.1,97,27.8,0.5,8.4,ok,
rurupang_rurupi,0,12,803,2515,1.0,8,1.6,14.3,8.4,ok,
ryulee_home,0,12,278163,1106843,2635.3,13911,1465.8,1.0,0.3,ok,
ryo_mi__,0,12,103651,1012285,669.9,5454,300.8,0.3,0.4,ok,
saedaek_item,0,12,121604,742075,1441.8,12464,234.1,80.1,0.5,ok,
sadaboni_godtem,0,12,966,3594,10.3,29,5.5,0.0,14.0,ok,
safrarous,0,12,20466,188800,3.1,13,156.2,34.0,1.8,ok,
sagil4949,0,12,3168,16664,4.1,7,17.7,181.1,2.8,ok,
saja_go_,0,12,3651,7260,123.6,398,20.2,114.0,3.1,ok,
sakinee_kurashi,0,12,277222,2877606,6.3,62,873.6,5.1,0.5,ok,
salang_trip,0,12,100318,404948,1709.8,10114,705.4,0.2,4.9,ok,
sal.kung,0,12,88274,509754,771.2,4450,461.0,60.3,0.5,ok,
salgu.tem,0,12,61522,613873,32.9,87,302.8,92.0,0.6,ok,
saju.min,,,,,,,,,,unknown,
salim._.bee,0,12,1058,2078,42.8,74,23.1,130.0,9.3,ok,
salim._.bot,0,12,116784,846884,3504.1,20594,853.7,80.5,0.9,ok,
salim._.ggook,0,12,2962,5990,44.4,210,11.5,33.5,2.5,ok,
salim._.raccoon,0,12,10806,88909,490.2,4150,87.2,2.1,0.8,ok,
salim._.ittem,0,12,1699,2588,26.7,42,18.2,34.5,6.5,ok,
salim.kokko,0,12,84279,902877,286.8,2962,34.2,172.8,0.8,ok,
salim.log,0,12,911224,4933949,117.8,390,8371.1,1.0,0.1,ok,
salim.one.piece,0,12,10169,20260,251.1,1843,23.3,86.1,5.6,ok,
salim.salmam,0,12,1290,2129,13.9,27,6.3,2.1,5.6,ok,
salim.rang,0,12,9444,92021,7.9,64,30.7,13.1,3.5,ok,
salim.time0,0,12,294687,2187854,8119.8,87675,1970.3,54.4,0.5,ok,
salim_1point,0,12,55221,482472,534.7,2966,220.2,1.0,0.8,ok,
salim_9dan,0,12,8080,23537,213.2,880,30.3,4.1,3.8,ok,
salim___hacker,0,12,349975,1026187,33.8,202,1921.8,3.2,1.0,ok,
salim___corner,0,12,960,5145,3.5,26,3.6,121.0,4.4,ok,
salim__dad,0,12,3040,8787,32.8,117,15.3,58.1,1.6,ok,
salim__box,0,12,498304,2627026,164.5,990,2859.8,149.1,0.2,ok,
salim__mami,0,12,66087,289532,442.2,1677,152.2,0.1,9.3,ok,
salim__gom,0,12,30261,53935,665.8,2024,127.5,62.4,6.0,ok,
salim__tips,0,12,19788,119000,13.2,83,38.5,149.4,1.0,ok,
salim__touch,0,12,7240,15206,78.2,264,36.3,158.1,5.6,ok,
salim_be_rry,0,12,151143,1024051,1719.2,13951,975.4,120.0,0.4,ok,
salim_bigson,0,12,832,3529,3.6,15,5.5,2.5,8.4,ok,
salim_cura,0,12,1452,2656,20.6,46,10.3,18.1,0.7,ok,
salim_bonsaek,0,12,11591,73089,53.8,99,82.8,240.1,7.0,ok,
salim_factory,0,12,12612,43994,2.4,9,22.0,0.3,8.4,ok,
salim_fairy,0,12,88669,675717,2017.6,8934,489.9,159.3,1.4,ok,
salim_gak,0,12,50066,487465,241.3,1549,171.7,2.2,0.4,ok,
salim_jejakso,0,12,3827,23637,14.7,36,9.1,166.9,4.9,ok,
salim_guard,0,12,12231,121591,23.9,191,45.9,6.1,2.0,ok,
salim_katok,0,12,1672,3341,43.8,121,14.7,0.5,7.6,ok,
salim_kkuna,0,12,205,1131,0.5,1,1.0,83.3,2.2,ok,
salim_knowhow,0,12,2763,6328,104.4,359,37.2,142.5,8.4,ok,
salim_n_life,0,12,64388,378972,56.1,357,144.9,0.9,0.4,ok,
salim_nam_official,0,12,398787,1303721,147.0,936,2462.4,0.9,3.4,ok,
salim_peach,0,12,44459,262069,624.8,2537,157.2,0.4,4.0,ok,
salim_room,0,12,387885,1750639,2989.5,11649,4552.2,0.3,0.8,ok,
salim_otter,0,11,406,720,14.7,35,23.6,244.8,2.5,ok,
salim_room_,0,12,12462,75925,172.4,844,39.2,113.6,12.0,ok,
salim_station,0,12,1148533,3241825,17783.2,52754,11783.7,2.0,0.4,ok,
salim_routine,0,12,248332,2787084,58.7,541,975.2,1.0,0.5,ok,
salim_wicked,0,12,3559,21374,22.1,109,17.1,66.1,5.6,ok,
salim_vibe,0,12,15337,150804,395.2,4587,113.8,11.0,0.2,ok,
salim_zipsa,0,12,2753,4898,126.6,207,68.2,148.1,7.0,ok,
salimbanana,0,12,15958,119885,353.2,3434,100.7,111.5,1.1,ok,
salimdad_items,0,12,278644,989322,2941.9,13757,1024.1,0.5,0.6,ok,
salimaje_official,0,12,326419,2709361,41.4,107,1472.6,203.5,1.0,ok,
salimddak,0,12,39755,161499,796.5,2254,255.2,0.2,12.0,ok,
salimdepot,0,12,10916,18954,294.6,1056,52.5,193.1,3.1,ok,
salimdoldol,0,12,10458,72994,39.2,184,23.0,0.4,14.0,ok,
salimemohouse,0,12,1259005,5173735,801.8,3043,14147.2,2.1,0.1,ok,
salimfinds,0,12,1042,3541,7.7,20,3.0,24.0,6.5,ok,
salimgongsik,0,12,179,226,2.8,5,5.1,171.0,4.7,ok,
salimgom_,0,12,2603,7534,22.1,37,19.7,233.1,7.6,ok,
salimi__life,0,12,7134,27734,96.9,592,28.8,1.0,8.4,ok,
salimking683,0,12,41291,215388,674.4,4134,199.8,0.2,0.4,ok,
salimkkuni,0,12,22615,131582,227.4,1423,56.8,1.3,2.1,ok,
salimkokkok,0,12,163565,1346800,2200.1,17637,447.5,1.1,0.5,ok,
salimm.pick,0,12,222422,1630740,4858.9,28593,2468.8,12.5,0.4,ok,
salimkwz,0,12,115959,449443,105.3,308,207.3,0.4,1.3,ok,
salimmoire,0,12,17992,119001,369.8,1624,65.8,2.4,4.2,ok,
salimnam_notes,0,12,1794,5498,39.3,128,16.4,1.1,7.6,ok,
salimontem,0,12,36781,302726,91.5,235,41.5,171.1,3.1,ok,
salimpick_kr,0,12,3571,10324,34.4,119,13.6,0.5,7.6,ok,
salimromance_official,0,12,118256,333481,1760.0,10632,674.2,1.1,1.4,ok,
salimstar24,0,11,29131,94637,975.7,3127,254.1,150.3,1.8,ok,
salimtoktok001,0,12,913,2804,2.8,8,2.7,0.6,6.5,ok,
salimtuntun,0,12,338564,3970968,340.2,3955,914.8,0.5,0.2,ok,
salimzip15,0,12,75397,892112,616.4,7394,444.4,83.0,0.5,ok,
salimso_so,,,,,,,,,,unknown,
salli_mlog,0,12,964,5421,1.7,9,2.5,11.0,3.5,ok,
sallim._.nori,0,12,32844,389960,537.9,6435,217.3,75.1,0.5,ok,
sallim.ggomggom,0,12,9808,53927,10.8,67,18.2,7.2,1.5,ok,
sallim.duck,0,12,934,2101,4.0,10,2.3,0.4,2.8,ok,
sallim.hack,0,7,3070,6517,27.6,44,34.3,238.0,7.0,ok,
sallim.ittem,0,12,3301,11938,55.2,108,30.5,0.5,8.4,ok,
sallim._.issue,,,,,,,,,,unknown,
sallim_0man,0,12,95687,556857,703.3,4375,1807.5,337.0,0.6,ok,
sallim1sang,0,12,222797,990095,2289.0,14509,543.2,1.0,0.5,ok,
sallim__gangteacher,0,12,2193,4651,1.3,4,6.2,0.5,8.4,ok,
sallim_atti,0,12,6417,18542,144.5,473,50.8,0.1,16.8,ok,
sallim_after_work,0,12,185090,733145,1344.2,10506,1905.2,1.1,0.3,ok,
sallim_friend,0,12,430045,3627695,1833.9,13916,2897.5,0.3,0.1,ok,
sallim_gonggan,0,12,24923,95639,461.8,1750,180.7,1.1,2.6,ok,
sallim_jibsa,0,12,2785,5760,17.5,40,10.3,181.0,1.3,ok,
sallim_gajang,0,12,63152,279163,765.3,4181,3.0,0.9,1.4,ok,
sallim_jupjup,0,12,35337,333646,331.8,3033,217.3,12.0,0.5,ok,
sallim_on_,0,12,486,2089,17.5,27,10.8,9.0,4.2,ok,
sallim_ppal_home,0,12,8359,71917,46.8,240,36.8,0.2,7.6,ok,
sallim_rabbit,0,12,170038,839523,40.1,190,1325.2,0.1,6.0,ok,
sallim_silrok,0,12,11640,103178,158.4,1450,24.4,12.4,0.8,ok,
sallimpanda,0,12,2350,5557,15.2,69,12.1,2.3,0.9,ok,
sallimnam0,0,12,14795,146831,224.2,2451,103.9,82.9,2.2,ok,
sallimplus,0,12,278661,800445,3648.7,11534,1224.6,3.3,1.6,ok,
sallimtree,0,12,122020,498798,626.3,3701,528.0,1.2,0.2,ok,
sallimsal_2,0,12,26092,269238,169.4,1759,90.6,0.2,0.4,ok,
sallimee,,,,,,,,,,unknown,
sallimup,0,12,14726,159077,65.1,445,30.6,1.1,4.9,ok,
salrim.100,0,12,70991,228631,196.8,963,383.4,10.1,1.4,ok,
salon_unni,0,12,102461,605425,812.0,5670,1898.2,13.3,1.7,ok,
salrim.editorh,0,6,497,1242,14.5,17,13.3,123.5,0.4,ok,
salrim_1spoon,0,12,5426,15732,148.0,556,39.2,6.1,9.3,ok,
salrim_actor,0,12,286920,2695713,53.2,293,868.2,40.1,0.7,ok,
salrim_best,0,12,522,801,11.6,23,19.6,282.6,8.4,ok,
salmgyeol,,,,,,,,,,unknown,
salrim_ddoktti,0,12,9092,72888,48.4,83,34.3,135.1,4.0,ok,
salrim_studio,0,12,38997,118661,99.4,606,186.0,1.0,1.1,ok,
salrim_ondo,0,12,24515,247154,58.0,526,62.5,2.1,1.3,ok,
salrimiyo,0,12,4392,16355,39.9,91,23.7,96.6,3.0,ok,
salrim_ggoma,0,12,51141,234097,1330.3,12302,250.2,3.0,3.0,ok,
salrimtyuning,0,12,4314,11990,11.5,50,19.9,36.2,1.1,ok,
salroom_store,0,12,53504,378751,102.8,614,148.0,0.2,7.6,ok,
samlandreth,0,12,125121,759691,26.1,110,4376.8,3.7,1.2,ok,
sanunnak_,0,12,31457,151825,133.2,1140,118.8,7.0,0.9,ok,
saltmaman,0,12,175291,933135,1420.0,5820,852.0,4.9,0.3,ok,
sarah_living.75,0,12,2119,6592,20.4,33,14.5,102.2,0.8,ok,
sarlimtem,0,12,3835,15925,23.1,78,52.8,4.9,0.5,ok,
say__tem,0,12,153166,973438,4581.2,25481,779.0,2.1,0.3,ok,
salzzin_nam,,,,,,,,,,unknown,
se.yeon_room,0,12,1994,6595,25.9,51,6.9,17.9,4.9,ok,
seha_us,0,12,269984,1380101,914.2,6398,1835.8,9.0,0.3,ok,
select.ping,0,12,23725,37140,663.0,1788,192.6,0.5,7.0,ok,
select_lab00,0,12,21250,113027,53.5,553,417.7,1.1,12.0,ok,
self_interior,0,12,106286,230089,1082.4,7612,3.0,0.4,3.8,ok,
self_diy,0,12,120785,275802,20.0,86,499.2,2.1,0.1,ok,
selly__home,0,12,91664,539308,495.1,2042,206.2,10.4,1.8,ok,
semojoa1,0,3,146,181,0.0,0,2.3,151.4,1.6,ok,
seoa._.hom,0,12,117798,546651,1721.1,9951,617.1,13.1,1.4,ok,
sensepampam,0,12,33496,337986,136.4,1469,165.2,25.1,1.9,ok,
seoa.home_,0,12,21679,207632,261.0,2026,55.1,0.3,14.0,ok,
seonmul.market,0,12,69066,441989,318.1,1629,559.2,9.1,3.7,ok,
seoye5639,0,12,902068,5893077,619.8,1544,7183.5,2.3,0.1,ok,
seori__home,0,10,94255,797305,1067.2,8940,380.9,0.4,23.3,ok,
seoyoung_very,0,12,150123,1219554,741.3,5940,164.0,1.0,0.2,ok,
seoyseoa.pping,0,12,177884,767579,5679.1,31813,1200.7,0.2,0.3,ok,
sera_whitehome,0,12,2408,4823,16.7,44,42.6,0.0,4.9,ok,
seulreview.tips,0,12,388374,2233268,22.0,96,876.3,0.1,0.1,ok,
seultem.1010,0,12,1571,9727,11.4,29,7.5,1.1,0.4,ok,
sh.cookkook,0,12,53087,159959,11.5,31,308.0,1.0,16.8,ok,
sha4home,0,12,9624,71092,7.8,30,22.8,10.5,14.0,ok,
sheep___soft,0,12,1205,1875,41.9,79,14.0,0.5,7.6,ok,
shine_hometem,0,12,114343,884686,1749.7,9718,622.2,83.0,0.5,ok,
shangri.home,0,12,1590,2705,41.1,60,25.1,0.5,7.6,ok,
shinzzang_home,0,12,166429,1936928,18.5,50,281.0,0.1,0.3,ok,
shop._.dami,0,12,25403,194248,676.0,3585,539.3,0.1,0.9,ok,
shopdulvo,0,12,1451169,8451944,440.1,3035,36294.7,2.7,0.2,ok,
shoppacat7,0,12,81718,666533,630.0,5140,339.6,35.4,0.4,ok,
shopperpick.store,0,12,4703,15346,27.2,75,28.2,194.5,1.3,ok,
shoppickmall,0,12,4360,15384,93.8,320,29.2,0.0,9.3,ok,
shopping___review,0,12,1416,2911,11.1,28,6.0,1.2,9.3,ok,
shopping_flavorr,0,11,388090,3169608,698.8,2500,649.4,0.0,0.2,ok,
shopping_genius1206,0,12,2109,5010,13.9,135,6.0,0.3,7.0,ok,
shopping_manager,0,12,1956,4715,7.8,18,9.5,0.1,5.6,ok,
shoppingmom_up,0,12,12350,19651,101.2,323,45.8,2.4,3.2,ok,
shoppinghottem,0,10,342485,3381520,1067.6,10602,3044.4,379.2,0.7,ok,
shortsprokang,0,12,99554,1129013,1333.5,15617,500.9,0.1,0.7,ok,
show_gom,0,11,26483,63628,1012.4,2381,182.5,0.1,8.6,ok,
shyhomeitem,0,12,225060,1427836,4095.9,31579,1075.5,52.1,0.4,ok,
simji.eun,0,12,179813,984977,573.8,2893,862.2,47.8,0.1,ok,
sia._.home,0,9,2441,16217,11.7,43,15.6,105.2,0.8,ok,
simplefty,0,12,181970,1248251,170.2,590,640.1,1.0,1.2,ok,
simplosophy25,0,12,18434,186149,52.5,321,104.3,220.5,3.4,ok,
simplejoy_living,0,12,2652,10655,27.8,156,12.0,55.1,0.6,ok,
sillim_live,,,,,,,,,,unknown,
sin.munseog,0,5,312,427,0.2,1,33.4,778.4,0.1,ok,
sinbak.salim,0,12,44932,317118,625.7,5469,214.2,0.8,0.9,ok,
sinhome_pick,0,12,14390,137205,164.1,1289,53.9,0.5,2.6,ok,
siri.yori,0,12,11336,81855,29.5,180,36.2,92.2,1.1,ok,
sinbihan_life,0,12,983,1847,12.4,38,6.3,0.5,4.7,ok,
sinbi___s,0,12,27804,190815,370.6,2057,222.6,0.4,0.6,ok,
sister_home_it,0,12,53920,502587,631.4,6584,307.2,61.1,0.4,ok,
siwani.mom,0,12,469885,5485506,67.8,348,307.4,0.9,0.1,ok,
six_choice,0,12,400065,2986629,93.2,915,2222.2,0.5,0.1,ok,
slhomelife,0,12,3876,6647,27.8,65,17.4,109.1,0.6,ok,
slowhome.pick,0,12,1251,3189,17.8,34,10.9,0.3,8.4,ok,
slowmomlife.finds,0,12,1916,18272,9.1,57,5.8,0.1,16.8,ok,
small._.notes,0,12,5813,64272,8.6,47,12.8,1.3,4.9,ok,
smart.kjubu,0,12,203416,978632,430.7,2956,1446.0,4.5,1.3,ok,
smart_item_pick,0,12,3259,4341,56.8,129,10.1,1.1,12.0,ok,
smart_plck,0,12,1497,3829,3.5,13,7.8,231.1,7.0,ok,
smartfindsss,0,12,26501805,147456263,1807.5,14129,283357.0,0.7,0.1,ok,
smartmom.zip,0,12,3447,15338,19.6,80,11.3,0.0,5.2,ok,
smile._.home_pick,0,12,2499,4783,33.3,47,19.5,76.5,4.9,ok,
smile.store.kr,0,12,343506,1557324,662.5,2774,6042.1,0.5,1.2,ok,
smile2_sam,0,12,4113,9341,46.9,121,24.8,0.1,10.5,ok,
smart_living_tips,,,,,,,,,,unknown,
smileful_it,0,12,121498,1281400,256.8,1117,460.2,0.1,0.4,ok,
snappypick,0,12,328066,2840055,108.1,815,12452.2,0.4,0.2,ok,
so_onfull,0,12,5077,16938,40.8,142,28.8,16.1,0.4,ok,
sohy.review,0,12,210474,1702260,1174.8,8949,3096.4,3.5,0.5,ok,
soeun_home,0,12,1463,3519,120.0,148,70.2,37.0,2.1,ok,
soi.home_insta,0,12,24587,39595,901.8,2101,133.4,47.0,1.9,ok,
soi_home29,0,12,32701,207718,253.1,767,112.0,0.1,16.8,ok,
solo_jooboo,0,12,3316,6339,21.7,37,26.1,0.3,9.3,ok,
solssam.kr,0,12,146793,343734,1294.8,3476,1281.9,1.0,3.5,ok,
solsol_home,0,12,599225,2515194,1247.2,13465,3104.4,1.5,0.1,ok,
som__salim,0,12,66175,744434,750.2,7434,516.6,191.5,1.3,ok,
someday_ggultem,0,12,302,401,2.7,5,1.3,2.4,8.4,ok,
somi._.home,0,12,3563,18239,38.8,121,21.6,1.4,7.6,ok,
somun_saedaek,0,12,2971,30280,8.4,94,9.7,17.1,2.0,ok,
songsonghomes,0,12,43197,309182,136.9,1006,132.2,0.5,8.4,ok,
songyi._.room,0,12,2224,5326,38.5,73,21.3,0.2,1.8,ok,
sonopick_official,0,12,78584,357590,331.2,1638,852.1,11.1,1.2,ok,
soo_bin_home,0,9,26052,119745,104.6,425,61.6,22.0,2.9,ok,
soom_mari,0,12,663364,7574927,46.2,361,18617.4,0.3,2.4,ok,
soomggul_,0,12,70564,215835,350.9,1440,146.2,0.9,2.5,ok,
soonsaktem,0,12,40002,274418,210.2,1746,146.2,2.2,0.9,ok,
soowoone.honey,0,12,647,1061,18.3,25,9.3,0.1,8.4,ok,
sooa_login,,,,,,,,,,unknown,
soso_athome,0,12,2133,4253,0.3,2,4.9,228.5,5.6,ok,
soso.sallim_log,0,12,2066,5609,5.4,25,17.8,4.1,1.3,ok,
soso_room__,0,11,19973,171660,174.7,627,3.0,6.5,3.7,ok,
soso_ittem,0,12,11990,20770,207.2,855,85.2,0.1,10.5,ok,
soso_it_home,0,12,95384,533033,498.8,2220,366.9,281.0,0.4,ok,
soso_home_,0,12,47527,131107,229.9,882,108.7,0.0,2.0,ok,
sosoh.anhappy,0,12,175527,2098008,798.4,9562,1169.0,2.1,0.3,ok,
sosodamdam1121,0,12,1362,3313,0.0,0,17.0,9.2,0.1,ok,
sosojungjung,0,12,3264,31231,3.7,12,3.2,5.1,2.3,ok,
sosopapa_insta,0,12,6507,30379,43.4,133,22.2,0.4,8.4,ok,
sosoreview1,0,11,3789,32667,53.6,376,29.5,130.0,0.7,ok,
sosoroom.kr,0,12,773928,5381273,5080.4,34286,2168.4,0.2,0.2,ok,
soul_homebebe,0,12,142418,1157585,939.0,3491,266.0,0.0,10.5,ok,
soul_pr0vider,0,12,64515,366214,49.2,105,310.5,2.0,0.3,ok,
sowho77,0,12,2341,14776,1.2,3,2.7,0.1,16.8,ok,
soyo_tem,0,12,61108,490049,306.8,2066,213.2,0.9,2.6,ok,
soyoo_home,0,12,35798,221984,161.8,751,155.3,144.9,0.8,ok,
soyuhari,0,12,577061,4810097,389.9,2862,50873.9,0.0,0.1,ok,
soyummy,0,12,269578,468595,4.2,8,1298.8,0.8,12.0,ok,
spoonlog_official,0,12,9604,53612,68.1,455,20.0,0.0,7.0,ok,
spoolhome,0,12,92096,375091,1522.8,6760,442.9,0.3,2.0,ok,
srsr_home,0,12,19371,123217,252.7,1923,163.1,163.5,3.5,ok,
ssacktemgo,0,12,10068,88019,75.8,551,29.3,6.0,5.2,ok,
ssmart__living,0,12,872,2068,17.8,25,13.6,218.4,6.5,ok,
ssin_item,0,12,2956,10091,15.1,41,9.5,158.2,5.6,ok,
sso_so_dam,0,12,73220,539710,58.9,277,567.8,3.0,1.8,ok,
ssocer77,0,12,2316,17742,6.6,31,7.7,0.3,7.6,ok,
ssomom_pick,0,12,8074,67980,153.8,1235,36.2,1.5,6.0,ok,
ssol_ssol_pick,0,12,109081,700721,1211.3,6063,290.3,1.4,5.6,ok,
ssul.tem.daily,0,12,360950,2170121,728.8,6021,1958.2,107.0,0.5,ok,
ssokssok.daily,0,12,9976,26048,103.3,457,38.5,1.0,2.5,ok,
ssuns1023,0,12,538692,3571509,734.9,5418,3266.8,0.1,0.3,ok,
ssummuse,0,12,24764,249739,67.2,423,201.2,39.5,6.0,ok,
stae._.pick,0,12,369,789,1.2,5,1.0,0.2,2.2,ok,
standard__home,0,12,6889,10473,139.9,258,57.0,164.5,7.0,ok,
starstar_tem,0,12,11569,41559,265.3,1096,61.4,1.3,8.4,ok,
stay_mood_home,0,12,3403,11538,110.5,501,37.9,109.5,4.4,ok,
stayhomeitems,0,12,2530,4964,48.3,112,22.6,131.1,4.4,ok,
stephaniegrime1,0,12,4881197,55120461,2610.7,24227,87605.8,1.7,0.1,ok,
stylemoodkr,0,12,52614,158230,298.2,1135,101.2,0.1,10.5,ok,
sua_play,0,12,118474,493730,3728.5,6837,3.0,1.1,2.4,ok,
subnoise_,0,4,2907,5897,0.5,1,36.8,1361.4,0.1,ok,
sujani_zip,0,12,31921,216073,4.8,18,114.0,22.4,1.0,ok,
sun.livin9,0,12,30078,168587,361.6,2904,139.8,5.9,3.8,ok,
sun_2home,0,12,665,2308,31.9,54,12.7,37.5,3.8,ok,
sundaypick1,0,12,1580,6238,57.8,88,39.6,239.1,7.6,ok,
suamama_home,,,,,,,,,,unknown,
sunmul.market,0,12,463646,3287851,1745.7,15504,19320.7,5.1,0.3,ok,
sunsun_rich,0,12,418,911,3.0,8,3.2,0.9,5.2,ok,
supertem_log,0,12,1425,8753,2.5,10,4.4,141.9,1.8,ok,
suuku_kurashi,0,11,304088,1729343,12.3,31,2566.1,169.0,0.9,ok,
sweet.homezz,0,12,66113,727101,722.6,7931,223.0,128.1,1.0,ok,
sweet_hometerior,0,12,7806,10309,109.9,391,33.9,0.5,6.0,ok,
sweet_studio1018,0,12,12946,93219,245.2,1221,77.8,0.1,10.5,ok,
sweetsavingsandthings,0,12,572323,4534952,2831.7,11000,2607.0,0.5,0.2,ok,
