채널ID,등급,상태,평균조회수,최대조회수,평균댓글,최대댓글,평균좋아요,마지막업로드(일전),주당업로드,주소
instagram,S,활성,109203201,200080105,13049.3,22691,686393.2,2.8,4.9,https://www.instagram.com/instagram/
zuck,S,활성,34326598,88255066,11866.0,34696,461877.2,4.7,0.2,https://www.instagram.com/zuck/
smartfindsss,S,활성,26501805,147456263,1807.5,14129,283357.0,0.7,0.1,https://www.instagram.com/smartfindsss/
gadget.life.withme,S,활성,19653398,138758165,5601.0,32976,256500.3,1.9,0.1,https://www.instagram.com/gadget.life.withme/
elena_nali,S,활성,19268023,106941815,1694.8,15685,454889.3,0.1,0.5,https://www.instagram.com/elena_nali/
creators,S,활성,17197817,33574868,1914.7,4512,75083.5,2.8,4.9,https://www.instagram.com/creators/
dannikafaith,S,활성,16647995,129135904,4867.4,30649,204234.8,1.8,0.1,https://www.instagram.com/dannikafaith/
elnazhamai,S,활성,13837230,68751299,6420.9,48337,150599.3,0.7,0.4,https://www.instagram.com/elnazhamai/
mandystarin,S,활성,8017888,69981189,3441.8,25765,120458.5,0.5,0.1,https://www.instagram.com/mandystarin/
jeffandlaurenshow,S,활성,7488918,74689201,1094.2,11512,162643.2,0.7,0.1,https://www.instagram.com/jeffandlaurenshow/
viralgadgets_studio,S,활성,7048685,50475508,1681.5,11024,64708.7,0.5,0.1,https://www.instagram.com/viralgadgets_studio/
mosseri,S,활성,6769901,13895066,2156.3,7348,30433.9,2.8,0.1,https://www.instagram.com/mosseri/
mad.mum_,S,활성,6091946,39270128,212.2,1114,15589.8,4.0,0.1,https://www.instagram.com/mad.mum_/
heybrittinirae,S,활성,5619144,22825097,4330.9,27030,31040.0,0.6,0.1,https://www.instagram.com/heybrittinirae/
stephaniegrime1,S,활성,4881197,55120461,2610.7,24227,87605.8,1.7,0.1,https://www.instagram.com/stephaniegrime1/
tiffany_williamson,S,활성,4640552,52358220,3052.4,22465,76584.2,7.4,0.1,https://www.instagram.com/tiffany_williamson/
yibi_cooooks,S,활성,4515883,37707004,543.8,1868,73698.6,1.5,0.1,https://www.instagram.com/yibi_cooooks/
want.zamora,S,활성,4513200,27268419,802.2,4967,217723.0,0.6,0.1,https://www.instagram.com/want.zamora/
ashleyvailxoxo,S,활성,4478146,42045462,87.4,562,301350.1,0.5,0.1,https://www.instagram.com/ashleyvailxoxo/
bungu.store,S,활성,4080013,20660446,449.3,1867,196732.4,2.6,0.1,https://www.instagram.com/bungu.store/
allwhite_style,S,활성,3068200,14079924,1988.1,13741,18448.7,9.0,0.1,https://www.instagram.com/allwhite_style/
onemiman_official,S,활성,2647892,9786042,928.5,5250,19673.8,1.1,0.1,https://www.instagram.com/onemiman_official/
reviewyanolza,S,활성,2498151,18915400,987.8,4451,13477.0,3.1,0.1,https://www.instagram.com/reviewyanolza/
mrskatiecarlson,S,활성,2277974,10532777,10518.9,69093,42790.3,2.8,0.2,https://www.instagram.com/mrskatiecarlson/
darimi_unni,S,활성,2229154,22620895,6905.5,22505,9794.9,1.3,0.1,https://www.instagram.com/darimi_unni/
matdori.world,S,활성,2145859,10523980,845.5,4224,6038.5,1.0,0.1,https://www.instagram.com/matdori.world/
okayu_life,S,활성,2059966,14090314,147.8,948,17638.4,1.3,0.3,https://www.instagram.com/okayu_life/
homey__huess,S,활성,1760879,20197251,479.9,5651,27396.8,0.8,0.2,https://www.instagram.com/homey__huess/
justjennsdesign,S,활성,1636591,16657620,608.3,6652,46209.8,3.5,0.1,https://www.instagram.com/justjennsdesign/
nomoney_cook,S,활성,1590644,5694018,189.2,902,26547.9,0.1,0.4,https://www.instagram.com/nomoney_cook/
shopdulvo,S,활성,1451169,8451944,440.1,3035,36294.7,2.7,0.2,https://www.instagram.com/shopdulvo/
koharufinds,S,활성,1399062,2971528,7038.5,15737,3505.2,9.9,1.2,https://www.instagram.com/koharufinds/
temjoaa,S,활성,1349459,14217133,664.2,4114,38864.2,1.7,0.5,https://www.instagram.com/temjoaa/
needlenina,S,활성,1341292,10313750,616.8,3229,33383.2,1.9,0.1,https://www.instagram.com/needlenina/
5452__home,S,활성,1275032,11397450,560.8,2579,8764.6,0.1,0.2,https://www.instagram.com/5452__home/
salimemohouse,S,활성,1259005,5173735,801.8,3043,14147.2,2.1,0.1,https://www.instagram.com/salimemohouse/
kbeauty_vivian,S,활성,1255039,6086652,79.9,594,5233.7,1.5,0.3,https://www.instagram.com/kbeauty_vivian/
hodu_egloo,S,활성,1209287,7551028,773.9,6063,27527.6,0.2,0.2,https://www.instagram.com/hodu_egloo/
the_edit.co.kr,S,활성,1206965,5835918,218.5,1006,5430.2,0.3,0.3,https://www.instagram.com/the_edit.co.kr/
nata__nara,S,활성,1161374,6027571,499.7,4113,16868.9,1.2,0.1,https://www.instagram.com/nata__nara/
maybeeeeeen,S,활성,1123086,6218349,118.4,699,7577.8,2.0,0.1,https://www.instagram.com/maybeeeeeen/
jjin_camperny,S,활성,1114873,7356448,3694.8,17900,7945.8,1.1,0.1,https://www.instagram.com/jjin_camperny/
yummyhome_j,S,활성,1099237,5862992,1010.4,10018,6987.6,0.1,0.3,https://www.instagram.com/yummyhome_j/
lu_lu_tem,S,활성,1096518,8724696,3030.8,16185,13108.4,0.1,0.4,https://www.instagram.com/lu_lu_tem/
coquelicot_day,S,활성,1090716,8637860,1808.3,19328,753.9,2.0,0.2,https://www.instagram.com/coquelicot_day/
insaeng.kr,S,저활동(14일+),1043277,6187177,1463.9,11954,10197.5,30.9,0.3,https://www.instagram.com/insaeng.kr/
mama_zones,S,활성,1037461,4717609,797.5,4288,3607.2,5.0,0.1,https://www.instagram.com/mama_zones/
luv_ddiddi,S,활성,984299,6697642,63.1,508,4434.4,0.3,0.2,https://www.instagram.com/luv_ddiddi/
ddooki_table,S,활성,979459,5458184,268.6,2309,8840.8,4.1,0.6,https://www.instagram.com/ddooki_table/
woorung2_life,S,활성,979182,6412343,1629.7,5955,4923.0,0.3,0.1,https://www.instagram.com/woorung2_life/
louie.hacks,S,활성,955269,5218848,90.5,571,28186.3,0.7,14.0,https://www.instagram.com/louie.hacks/
redplanet_hanam,S,활성,941497,7827543,1171.2,5342,4070.1,2.1,0.1,https://www.instagram.com/redplanet_hanam/
irobi_life,S,저활동(14일+),930369,4640773,373.0,1081,5413.9,58.0,0.2,https://www.instagram.com/irobi_life/
apollolabs_official,S,활성,915284,6521276,18.2,142,9706.4,0.1,0.1,https://www.instagram.com/apollolabs_official/
salim.log,S,활성,911224,4933949,117.8,390,8371.1,1.0,0.1,https://www.instagram.com/salim.log/
seoye5639,S,활성,902068,5893077,619.8,1544,7183.5,2.3,0.1,https://www.instagram.com/seoye5639/
anya_bumag,S,활성,895162,2386186,695.5,2128,9012.1,2.7,5.6,https://www.instagram.com/anya_bumag/
yumiyumm_y,S,활성,871308,5577507,486.8,2944,21772.0,0.0,0.2,https://www.instagram.com/yumiyumm_y/
mang9mee,S,저활동(14일+),829890,3538581,307.2,1218,7517.6,15.9,0.3,https://www.instagram.com/mang9mee/
lisakanegae,S,활성,817683,5351237,5525.2,30896,3.0,0.6,0.1,https://www.instagram.com/lisakanegae/
cherry_meal,S,활성,802175,3383472,2036.0,13299,8611.6,1.9,0.5,https://www.instagram.com/cherry_meal/
chaezip.home,S,활성,786130,5217625,6040.6,48073,5904.8,3.0,0.3,https://www.instagram.com/chaezip.home/
fun_and_happy_risa,S,활성,785740,9116921,29.1,78,415.7,0.9,0.2,https://www.instagram.com/fun_and_happy_risa/
corub_i,S,활성,775359,5235288,3525.1,9579,5723.2,1.0,1.5,https://www.instagram.com/corub_i/
loveme_unnie,S,활성,758586,5377311,682.2,2909,1250.2,3.0,0.1,https://www.instagram.com/loveme_unnie/
everythingenvy,S,활성,740716,5805537,418.5,3863,8303.7,1.6,3.7,https://www.instagram.com/everythingenvy/
hika.no.kurashi,S,저활동(14일+),736025,3547611,26.1,85,5782.0,17.1,0.3,https://www.instagram.com/hika.no.kurashi/
frau.heo,S,활성,733812,4097762,371.7,1731,8916.6,0.4,0.1,https://www.instagram.com/frau.heo/
ggmimomo,S,활성,723892,4052981,8032.7,53426,6027.1,1.4,0.2,https://www.instagram.com/ggmimomo/
review_tip,S,활성,704864,4244652,63.2,347,5404.9,3.0,0.1,https://www.instagram.com/review_tip/
tempick_home,S,활성,699111,5296447,975.2,9929,1918.3,2.0,0.3,https://www.instagram.com/tempick_home/
harumama_kurashi,S,활성,696687,7031166,111.1,1246,11534.5,4.0,5.2,https://www.instagram.com/harumama_kurashi/
hwisney_land,S,활성,676902,4360708,188.9,863,1476.6,2.2,0.2,https://www.instagram.com/hwisney_land/
bbongbbangguri,S,활성,669037,3169106,31.1,166,11033.2,3.1,0.1,https://www.instagram.com/bbongbbangguri/
soom_mari,S,활성,663364,7574927,46.2,361,18617.4,0.3,2.4,https://www.instagram.com/soom_mari/
goldgem_jewelry,S,활성,647430,7589145,3319.1,39258,4270.0,3.1,0.2,https://www.instagram.com/goldgem_jewelry/
home_yojung,S,활성,638771,5446853,2352.6,13300,51262.8,2.1,0.4,https://www.instagram.com/home_yojung/
nunapick,S,활성,632089,6663619,4439.3,35162,2460.8,0.1,0.2,https://www.instagram.com/nunapick/
groundedinneutral,S,활성,621701,6374321,457.8,1470,22940.0,2.6,3.7,https://www.instagram.com/groundedinneutral/
heung_jubu,S,활성,604043,2634526,2921.2,14301,5351.6,0.5,0.6,https://www.instagram.com/heung_jubu/
solsol_home,S,활성,599225,2515194,1247.2,13465,3104.4,1.5,0.1,https://www.instagram.com/solsol_home/
jini__home_,S,활성,586726,3498235,261.0,979,4544.1,3.4,0.1,https://www.instagram.com/jini__home_/
soyuhari,S,활성,577061,4810097,389.9,2862,50873.9,0.0,0.1,https://www.instagram.com/soyuhari/
bodere81,S,활성,574844,2629141,157.2,1086,9277.5,1.3,0.2,https://www.instagram.com/bodere81/
sweetsavingsandthings,S,활성,572323,4534952,2831.7,11000,2607.0,0.5,0.2,https://www.instagram.com/sweetsavingsandthings/
arnew_official,S,활성,571011,6178126,1173.1,12458,24985.0,2.1,0.2,https://www.instagram.com/arnew_official/
jcdesign1.1,S,활성,564374,2027022,1553.2,5403,8725.5,3.8,1.1,https://www.instagram.com/jcdesign1.1/
haebadda,S,활성,562665,2642442,123.8,689,9891.7,4.9,0.5,https://www.instagram.com/haebadda/
camping_ella,S,활성,548063,3087705,1878.5,16485,3565.8,1.0,0.1,https://www.instagram.com/camping_ella/
yu_ya3,S,활성,542352,4165992,209.1,1999,20410.7,8.0,0.2,https://www.instagram.com/yu_ya3/
kidorchid_studio,S,저활동(14일+),540606,4476828,2102.4,16194,7868.8,55.0,0.3,https://www.instagram.com/kidorchid_studio/
weil_ichs_can,S,활성,540333,2799842,170.0,787,3930.0,2.2,0.3,https://www.instagram.com/weil_ichs_can/
ssuns1023,S,활성,538692,3571509,734.9,5418,3266.8,0.1,0.3,https://www.instagram.com/ssuns1023/
livingallim,S,활성,530248,3173114,596.1,3001,884.8,0.3,0.7,https://www.instagram.com/livingallim/
dada_salrim,S,활성,525710,3034782,1448.5,3445,4205.3,2.1,0.1,https://www.instagram.com/dada_salrim/
mid_century_friends,S,활성,522879,1639798,79.0,248,9302.3,0.8,4.2,https://www.instagram.com/mid_century_friends/
do_it_with_hewitt,S,활성,490963,5115347,1566.8,5520,3299.9,1.8,6.0,https://www.instagram.com/do_it_with_hewitt/
autocar_item,S,활성,485828,3487406,1450.4,9608,3976.3,12.9,0.2,https://www.instagram.com/autocar_item/
aljam_home.zip,S,활성,475753,3297738,1099.6,7625,1526.0,4.1,0.9,https://www.instagram.com/aljam_home.zip/
home_trend_jp,S,활성,463997,2269673,3619.8,22292,3075.4,11.3,2.5,https://www.instagram.com/home_trend_jp/
sunmul.market,S,활성,463646,3287851,1745.7,15504,19320.7,5.1,0.3,https://www.instagram.com/sunmul.market/
diy_salrim,S,활성,460662,1693258,1474.2,3840,3370.3,2.3,0.1,https://www.instagram.com/diy_salrim/
ohdeuktem404,S,활성,459156,3223597,1859.4,15569,1739.0,2.1,0.3,https://www.instagram.com/ohdeuktem404/
pickmeup__shop,S,활성,451848,2220203,4215.6,40935,2384.0,1.9,0.4,https://www.instagram.com/pickmeup__shop/
remio.pick,S,활성,442769,3641829,11892.0,94053,2160.3,5.0,0.3,https://www.instagram.com/remio.pick/
pokotto_home,S,활성,437315,3108138,7233.2,32753,3734.2,0.0,12.0,https://www.instagram.com/pokotto_home/
roomcorner.salim,S,활성,424138,2111783,2513.8,18443,2232.8,11.9,0.2,https://www.instagram.com/roomcorner.salim/
masya__home,S,활성,419809,1576301,2361.8,12864,1286.8,2.5,0.2,https://www.instagram.com/masya__home/
lovey_item,S,활성,415248,2032470,2482.8,12251,2284.2,3.1,0.4,https://www.instagram.com/lovey_item/
salim_room,S,활성,387885,1750639,2989.5,11649,4552.2,0.3,0.8,https://www.instagram.com/salim_room/
comeon_salim,S,활성,376746,3393305,1602.2,11967,2061.4,2.2,0.2,https://www.instagram.com/comeon_salim/
molie_look,S,활성,363753,583910,11218.0,18628,1511.5,2.9,1.0,https://www.instagram.com/molie_look/
kongsoon_home,S,활성,357144,1323190,2169.4,6271,2132.3,2.0,0.2,https://www.instagram.com/kongsoon_home/
ggom_susalim,S,활성,356011,1304463,4821.8,25350,1541.2,0.9,0.2,https://www.instagram.com/ggom_susalim/
gadget_nissan_,S,활성,348044,1683270,1481.9,8695,1301.6,0.1,7.6,https://www.instagram.com/gadget_nissan_/
eric,S,저활동(14일+),346818,3021048,1524.5,16362,6999.5,16.7,0.5,https://www.instagram.com/eric/
endor._.camping,S,활성,334728,1786857,2211.1,7035,1343.8,0.2,0.5,https://www.instagram.com/endor._.camping/
hometick2023,S,활성,323617,969595,3851.4,19874,1749.8,0.0,0.1,https://www.instagram.com/hometick2023/
tempig_insta,S,저활동(14일+),320387,2241689,2185.0,15968,661.2,35.3,0.3,https://www.instagram.com/tempig_insta/
ira_at_home,S,활성,319881,1971429,1125.0,10387,2385.2,2.3,0.2,https://www.instagram.com/ira_at_home/
jubunamja_pick,S,활성,302593,1679154,3732.8,16840,940.0,1.0,0.7,https://www.instagram.com/jubunamja_pick/
salim.time0,S,저활동(14일+),294687,2187854,8119.8,87675,1970.3,54.4,0.5,https://www.instagram.com/salim.time0/
dandan__home,S,활성,277255,1600295,1196.1,3419,1514.8,4.3,0.1,https://www.instagram.com/dandan__home/
roomandtail_official,S,활성,277041,1693486,1339.0,12861,1321.5,0.1,0.4,https://www.instagram.com/roomandtail_official/
the_ergo_official,S,활성,260704,1520852,1617.2,10340,861.9,0.2,2.3,https://www.instagram.com/the_ergo_official/
doongx2_mom,S,활성,260119,1047470,2362.3,13589,1628.8,3.2,0.1,https://www.instagram.com/doongx2_mom/
world_beauty2021,S,활성,259991,1543405,2252.4,19213,545.9,0.1,0.6,https://www.instagram.com/world_beauty2021/
oxo._.dduddu,S,활성,250739,2028308,2757.2,10177,3.0,1.0,0.2,https://www.instagram.com/oxo._.dduddu/
jinss_home,S,활성,248171,1746202,1829.8,16690,1325.0,0.4,0.5,https://www.instagram.com/jinss_home/
zzinheart_home,S,저활동(14일+),245011,1450133,1975.9,10470,1015.8,43.2,0.4,https://www.instagram.com/zzinheart_home/
ggyum2_note,S,활성,243555,2408055,3157.8,34135,1883.7,0.1,0.4,https://www.instagram.com/ggyum2_note/
zipsoony_home,S,활성,241841,1509976,1521.9,8473,590.0,0.0,0.2,https://www.instagram.com/zipsoony_home/
hyunji_jeok_view,S,활성,239325,1093283,1390.2,5793,896.8,3.3,0.3,https://www.instagram.com/hyunji_jeok_view/
lunaselect_item,S,활성,235446,1030267,3871.9,25382,1406.4,0.0,0.4,https://www.instagram.com/lunaselect_item/
mokri_house,S,활성,235117,853524,4117.1,16346,1579.8,2.3,0.7,https://www.instagram.com/mokri_house/
dajeongjubu,S,활성,233327,1120692,2347.4,13769,1562.8,2.0,0.4,https://www.instagram.com/dajeongjubu/
haencamping,S,활성,229260,1069429,6653.1,40678,2032.8,2.5,0.2,https://www.instagram.com/haencamping/
shyhomeitem,S,저활동(14일+),225060,1427836,4095.9,31579,1075.5,52.1,0.4,https://www.instagram.com/shyhomeitem/
sallim1sang,S,활성,222797,990095,2289.0,14509,543.2,1.0,0.5,https://www.instagram.com/sallim1sang/
mins_salim,S,활성,216142,1740688,1934.2,11749,1094.2,2.9,0.2,https://www.instagram.com/mins_salim/
wony.chu_,S,활성,205602,781116,1932.6,5337,2791.1,0.2,0.6,https://www.instagram.com/wony.chu_/
house__moood,S,활성,198944,761568,1857.2,12318,791.9,1.0,0.3,https://www.instagram.com/house__moood/
_mj._.home,S,활성,197667,1956357,1250.9,9614,3.0,2.9,0.6,https://www.instagram.com/_mj._.home/
yeondoomua,S,활성,191573,514850,1534.7,6937,856.8,2.2,2.1,https://www.instagram.com/yeondoomua/
home._.ddokddok,S,활성,186129,822428,2801.0,20961,1149.3,0.1,0.5,https://www.instagram.com/home._.ddokddok/
sallim_after_work,S,활성,185090,733145,1344.2,10506,1905.2,1.1,0.3,https://www.instagram.com/sallim_after_work/
nunune_home,S,활성,183648,780675,2023.2,8583,1313.2,0.9,0.4,https://www.instagram.com/nunune_home/
cafe_almond30,S,활성,178418,1013706,3623.8,35917,727.9,0.0,0.3,https://www.instagram.com/cafe_almond30/
saltmaman,S,활성,175291,933135,1420.0,5820,852.0,4.9,0.3,https://www.instagram.com/saltmaman/
girin.home_,S,활성,173976,807013,2550.7,15817,552.0,0.5,0.9,https://www.instagram.com/girin.home_/
panda_choice1,S,저활동(14일+),170145,1339998,1919.8,18056,979.4,55.9,0.3,https://www.instagram.com/panda_choice1/
cong_lyfe,S,활성,169248,556763,1074.1,5547,3.0,7.0,0.9,https://www.instagram.com/cong_lyfe/
notspecial___zoe,S,활성,168960,595445,3628.4,19227,3.0,1.0,1.2,https://www.instagram.com/notspecial___zoe/
ohayo.to_travel,S,활성,165022,861584,2228.3,9927,1879.3,0.1,2.0,https://www.instagram.com/ohayo.to_travel/
salimkokkok,S,활성,163565,1346800,2200.1,17637,447.5,1.1,0.5,https://www.instagram.com/salimkokkok/
_chocohomee_,S,활성,162624,486305,1205.2,9524,586.9,3.9,2.0,https://www.instagram.com/_chocohomee_/
yummy_salrim,S,활성,159642,411315,1364.0,6399,949.5,0.4,0.6,https://www.instagram.com/yummy_salrim/
100art_official,S,저활동(14일+),158078,567013,2076.1,9393,657.9,15.8,0.2,https://www.instagram.com/100art_official/
knock.knock_home,S,활성,157646,1211401,1149.8,9013,701.2,1.4,0.1,https://www.instagram.com/knock.knock_home/
home.tem.lab,S,저활동(14일+),156685,1082623,2584.3,24483,1054.8,39.0,0.6,https://www.instagram.com/home.tem.lab/
joohyun_pick,S,활성,153061,867278,1130.2,6265,919.1,2.2,0.3,https://www.instagram.com/joohyun_pick/
solssam.kr,S,활성,146793,343734,1294.8,3476,1281.9,1.0,3.5,https://www.instagram.com/solssam.kr/
favorite_dony,S,활성,146152,715546,2742.9,16517,780.7,3.0,0.2,https://www.instagram.com/favorite_dony/
coco_haus_,S,활성,140509,553302,2663.5,10939,739.7,0.3,3.8,https://www.instagram.com/coco_haus_/
yiseo.home,S,활성,138545,895034,1730.9,8981,151.2,0.5,0.5,https://www.instagram.com/yiseo.home/
wear.us_look,S,활성,138291,740511,1602.0,14631,733.4,1.1,0.4,https://www.instagram.com/wear.us_look/
kiokio.home,S,활성,136931,666531,6273.2,55340,1337.2,4.0,0.3,https://www.instagram.com/kiokio.home/
yunja.ne,S,활성,135433,342953,1379.7,3209,3.0,1.9,4.9,https://www.instagram.com/yunja.ne/
my.sosopick,S,활성,125073,528991,2616.2,12267,880.9,0.1,1.2,https://www.instagram.com/my.sosopick/
ttem.cat,S,활성,124189,713051,1572.4,9753,350.2,0.5,2.0,https://www.instagram.com/ttem.cat/
brand_n_budget,S,활성,120259,780670,1166.5,7201,317.2,13.8,2.0,https://www.instagram.com/brand_n_budget/
salimromance_official,S,활성,118256,333481,1760.0,10632,674.2,1.1,1.4,https://www.instagram.com/salimromance_official/
seoa._.hom,S,활성,117798,546651,1721.1,9951,617.1,13.1,1.4,https://www.instagram.com/seoa._.hom/
real_item1004,S,활성,114391,919344,1174.6,8873,398.6,1.5,0.4,https://www.instagram.com/real_item1004/
liv.garin,S,활성,114150,504803,1861.4,6908,541.9,5.9,1.1,https://www.instagram.com/liv.garin/
tori._.tem,S,저활동(14일+),113488,977149,1299.8,13774,397.1,37.1,0.5,https://www.instagram.com/tori._.tem/
ssol_ssol_pick,S,활성,109081,700721,1211.3,6063,290.3,1.4,5.6,https://www.instagram.com/ssol_ssol_pick/
jipssoonlife,S,활성,97759,540432,1674.1,14567,1158.5,1.0,0.2,https://www.instagram.com/jipssoonlife/
uphara_up,S,활성,94809,327648,1151.2,5272,366.0,4.0,0.5,https://www.instagram.com/uphara_up/
seori__home,S,활성,94255,797305,1067.2,8940,380.9,0.4,23.3,https://www.instagram.com/seori__home/
minichelle_zip,S,활성,94088,300463,1941.9,8412,440.2,7.3,0.6,https://www.instagram.com/minichelle_zip/
honeyfinds.zip,S,활성,93867,855806,1909.3,12189,412.8,0.1,1.5,https://www.instagram.com/honeyfinds.zip/
homiehom3,S,활성,92589,330903,1060.3,4474,510.9,3.3,1.0,https://www.instagram.com/homiehom3/
spoolhome,S,활성,92096,375091,1522.8,6760,442.9,0.3,2.0,https://www.instagram.com/spoolhome/
yoyosearch,S,활성,87685,423757,1180.5,9276,1696.2,0.1,1.1,https://www.instagram.com/yoyosearch/
nini_salim00,S,활성,86274,386735,1268.2,9277,436.6,0.1,2.2,https://www.instagram.com/nini_salim00/
minahsalim_o,S,활성,86248,723097,2503.0,21209,1030.4,0.5,0.7,https://www.instagram.com/minahsalim_o/
beautyflow__official,S,활성,84632,350851,6139.5,28341,470.8,3.1,0.2,https://www.instagram.com/beautyflow__official/
dullzzi._.mom,S,활성,84312,227191,1499.2,5264,582.2,1.0,1.0,https://www.instagram.com/dullzzi._.mom/
kkom4rket,S,활성,82351,627466,1086.7,9481,213.0,0.0,6.5,https://www.instagram.com/kkom4rket/
golden_hand_fafa,S,활성,80516,723210,2956.5,32153,450.0,1.5,1.2,https://www.instagram.com/golden_hand_fafa/
nyamnyam._.tem,S,활성,80420,540242,1555.3,9160,378.7,0.3,0.6,https://www.instagram.com/nyamnyam._.tem/
blackpoint.home,S,활성,80395,412954,2858.6,24542,534.5,3.8,0.6,https://www.instagram.com/blackpoint.home/
diva.pick,S,활성,79605,274421,1222.9,5662,295.4,3.0,2.5,https://www.instagram.com/diva.pick/
yuju._.han,S,활성,79386,570667,1588.4,15497,176.7,13.1,5.6,https://www.instagram.com/yuju._.han/
honey_archive.zip,S,활성,77219,543536,2200.3,23215,600.4,1.3,0.7,https://www.instagram.com/honey_archive.zip/
cherub.456,S,활성,77014,259879,2236.5,15421,322.0,1.0,0.4,https://www.instagram.com/cherub.456/
memmem_home,S,활성,75908,504858,1390.5,7048,888.8,2.4,0.1,https://www.instagram.com/memmem_home/
dayzcore,S,활성,73094,197600,1092.1,2894,245.5,4.0,3.0,https://www.instagram.com/dayzcore/
tem_jji,S,활성,71858,416559,2381.7,11096,267.1,0.1,4.4,https://www.instagram.com/tem_jji/
kore_pick,S,활성,70888,407116,1599.1,9661,690.8,0.0,80.0,https://www.instagram.com/kore_pick/
toryne_camping,S,활성,68370,350659,1210.9,5530,442.4,2.1,0.4,https://www.instagram.com/toryne_camping/
3rabbit_us,S,활성,61879,230549,1463.0,3460,362.2,3.0,2.3,https://www.instagram.com/3rabbit_us/
dingdong__home,S,저활동(14일+),60620,386441,1549.8,10051,269.2,15.1,0.4,https://www.instagram.com/dingdong__home/
tem.unni,S,저활동(14일+),60459,639691,2567.8,26281,296.0,34.0,0.8,https://www.instagram.com/tem.unni/
home._.ssuni,S,활성,60452,439169,1315.4,10779,252.6,2.0,2.2,https://www.instagram.com/home._.ssuni/
gg_home__,S,활성,59288,454297,1700.8,16565,270.9,0.2,0.5,https://www.instagram.com/gg_home__/
allday.item,S,활성,57564,648346,1070.0,12524,115.0,11.9,0.3,https://www.instagram.com/allday.item/
yeosin.salim,S,활성,57157,406829,1996.7,15722,277.6,0.1,0.4,https://www.instagram.com/yeosin.salim/
salrim_ggoma,S,활성,51141,234097,1330.3,12302,250.2,3.0,3.0,https://www.instagram.com/salrim_ggoma/
ournakwon,S,활성,50370,242003,3283.2,17327,695.7,0.3,2.2,https://www.instagram.com/ournakwon/
gomson.recipe,S,활성,46919,183718,2264.8,7989,259.1,0.4,6.0,https://www.instagram.com/gomson.recipe/
oneul.sookso,S,활성,41291,122236,1186.3,4072,224.6,1.4,5.2,https://www.instagram.com/oneul.sookso/
oni.ping,S,활성,41125,379789,1641.8,16457,3.8,0.1,3.5,https://www.instagram.com/oni.ping/
temdeuk.deuk,S,활성,35967,224621,1316.5,10221,222.2,0.5,0.4,https://www.instagram.com/temdeuk.deuk/
_oh.item_,S,활성,35503,378017,1494.4,17136,266.1,0.1,1.6,https://www.instagram.com/_oh.item_/
in_damiland,S,활성,27005,104280,1206.5,7435,192.2,2.5,1.1,https://www.instagram.com/in_damiland/
yujinirang,A,활성,497307,4468755,481.4,2670,6222.6,1.5,,https://www.instagram.com/yujinirang/
ikeahacksandideas,A,활성,417724,1551798,97.8,450,1923.2,0.9,0.3,https://www.instagram.com/ikeahacksandideas/
again_mukjji,A,활성,414303,1640174,76.8,332,4873.2,2.9,0.3,https://www.instagram.com/again_mukjji/
six_choice,A,활성,400065,2986629,93.2,915,2222.2,0.5,0.1,https://www.instagram.com/six_choice/
salim_nam_official,A,활성,398787,1303721,147.0,936,2462.4,0.9,3.4,https://www.instagram.com/salim_nam_official/
kim.zumma,A,활성,384442,3064595,267.5,1259,2088.6,1.4,0.1,https://www.instagram.com/kim.zumma/
ecowarmwinterplan,A,활성,376277,3622786,27.9,200,2078.1,0.1,0.6,https://www.instagram.com/ecowarmwinterplan/
dalhayan.zip,A,활성,362494,1473864,347.6,2247,4129.2,3.4,0.4,https://www.instagram.com/dalhayan.zip/
joshleeliving,A,활성,340943,1685824,457.5,1961,4941.9,4.1,0.8,https://www.instagram.com/joshleeliving/
salimtuntun,A,활성,338564,3970968,340.2,3955,914.8,0.5,0.2,https://www.instagram.com/salimtuntun/
jjalcut,A,활성,335778,1287881,23.2,80,4294.6,1.1,3.4,https://www.instagram.com/jjalcut/
xinxin1021,A,활성,332709,1919594,52.2,404,545.8,10.5,0.9,https://www.instagram.com/xinxin1021/
snappypick,A,활성,328066,2840055,108.1,815,12452.2,0.4,0.2,https://www.instagram.com/snappypick/
lydi.eat,A,활성,322885,1044741,120.6,499,2265.2,3.3,0.4,https://www.instagram.com/lydi.eat/
jungn_soo,A,활성,322124,936918,37.0,99,2815.7,8.9,1.0,https://www.instagram.com/jungn_soo/
remignon_salrim,A,활성,318899,1367032,539.6,2155,2506.4,0.5,0.2,https://www.instagram.com/remignon_salrim/
findroom.co,A,활성,313824,1530463,774.1,3334,3.0,0.2,21.0,https://www.instagram.com/findroom.co/
hannah.ouse,A,활성,312336,1793100,500.9,4310,5833.3,0.8,0.6,https://www.instagram.com/hannah.ouse/
tpd_n_motcham,A,활성,305875,3341502,529.2,5821,3565.2,0.1,0.6,https://www.instagram.com/tpd_n_motcham/
yuuka_good.item,A,활성,305025,2133808,14.7,105,578.2,0.1,6.3,https://www.instagram.com/yuuka_good.item/
cool_item_int,A,활성,290813,3095077,223.1,2104,2505.8,2.3,2.5,https://www.instagram.com/cool_item_int/
kind_salrim,A,저활동(14일+),284979,1915278,65.2,226,946.5,32.2,1.0,https://www.instagram.com/kind_salrim/
sakinee_kurashi,A,활성,277222,2877606,6.3,62,873.6,5.1,0.5,https://www.instagram.com/sakinee_kurashi/
